source,description,severity,status,ip,hash,timestamp
Firewall,Repeated DNS requests to newly registered domain from VPN-GW01,Medium,Open,,0c30a7e10f103044435c61a31322c6830cedf2139922d7544b3c84ac3de432f0,2026-04-09T07:51:38
Sysmon,Phishing email with malicious attachment hash 58524a81aeba0594 delivered to k.nguyen,High,Open,,58524a81aeba059484d67b573ea9ef364040c264073dede8955f0f6119d71cdc,2026-05-27T22:24:10
Endpoint,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-05-16T13:55:51
Suricata,Suspicious email attachment quarantined for user svc_backup,Medium,Open,,,2026-02-23T17:17:39
Wazuh,Suspicious PowerShell script execution detected on VPN-GW01,High,Open,,,2026-01-11T05:53:01
Wazuh,Malware signature 9c33fea8b61becc4 detected by antivirus on DB-SRV01,High,Open,38.222.46.169,9c33fea8b61becc4d567a7014bb6a5bc6ef635b59bf137332eb3f76b6d4953a2,2026-05-01T00:19:34
Linux,System patch applied successfully on APP-SRV03,Low,Open,27.133.54.150,,2026-06-02T16:42:21
Sysmon,Suspicious PowerShell script execution detected on WIN-DC01,Critical,Open,,,2026-08-12T12:47:07
Cloud,Login for user k.nguyen observed from a new geographic location,Medium,Open,,,2026-05-10T15:09:39
Email,System patch applied successfully on HR-LAPTOP07,Low,Open,,,2026-06-16T04:15:48
SIEM,Malware signature 6534aaff81b162a2 detected by antivirus on FIN-WKSTN14,High,Open,135.9.141.194,6534aaff81b162a269cb1dadd7f89ff27925a77820dbe4edcbd51df1776cefe8,2026-01-13T23:58:40
Wazuh,Suspicious PowerShell script execution detected on FIN-WKSTN14,High,Open,,,2026-03-30T16:01:44
Windows,Privilege escalation to SYSTEM detected on DB-SRV01 followed by lateral movement attempt,Critical,Open,79.199.226.91,,2026-04-08T16:24:53
Linux,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,62.93.218.188,,2026-08-12T09:27:32
Wazuh,Unusual process spawned by Office application on WEB-SRV02,Medium,Open,,,2026-05-24T22:37:53
IDS,Informational: password changed successfully for user svc_backup,Low,Open,,,2026-05-20T18:35:46
Firewall,System patch applied successfully on WIN-DC01,Low,Open,,,2026-01-09T07:49:10
Suricata,Login for user svc_backup observed from a new geographic location,Medium,Open,113.40.27.117,,2026-08-26T11:35:25
Email,Repeated DNS requests to newly registered domain from VPN-GW01,Medium,Open,,,2026-02-24T10:33:38
Wazuh,"Outdated software vulnerability detected on FIN-WKSTN14, no known active exploit",Medium,Open,,,2026-01-03T15:11:21
IDS,Login for user guest observed from a new geographic location,Low,Open,,,2026-02-07T22:59:28
Zeek,Privilege escalation to SYSTEM detected on DB-SRV01 followed by lateral movement attempt,Critical,Open,,,2026-04-23T19:36:17
Sysmon,Malware signature c7ffddbb15789473 detected by antivirus on MAIL-GW01,High,Open,,c7ffddbb15789473d55cd893c39c57c6a1b662b2626bd33e05f9f699e6e5573f,2026-06-08T04:27:34
Suricata,Unusual process spawned by Office application on MAIL-GW01,Medium,Open,,,2026-05-16T18:00:27
IDS,Multiple failed login attempts detected for user k.nguyen followed by a successful login,Medium,Open,,d3c92bf76fd802682f200f3bf39b39b38ba6f6c1e5cd21872c94e5601e09c88a,2026-05-27T16:02:57
SIEM,Malware signature 12f76105fc74e556 detected by antivirus on MAIL-GW01,High,Open,,12f76105fc74e556f7da1864c1a18e7b6a45db861b6e69b36bd94d1c10e5e80a,2026-04-05T02:55:10
IDS,User r.patel logged out after normal session on VPN-GW01,Low,Open,27.160.233.6,,2026-07-20T07:56:13
Linux,Firewall blocked unusual outbound traffic from HR-LAPTOP07 to 55.181.190.24,Medium,Open,55.181.190.24,96a9ae97d64b4b9616a7a52b2f69cd0d48f3bfad301216055346ab353d7464b8,2026-02-19T03:40:21
Sysmon,Malicious PowerShell Empire C2 beacon detected communicating with 115.150.253.234,Critical,Open,115.150.253.234,,2026-08-15T12:33:30
Suricata,System patch applied successfully on VPN-GW01,Low,Open,,,2026-01-18T13:11:02
Endpoint,"Domain controller WIN-DC01 compromised, Mimikatz credential dumping activity detected",Critical,Open,,d1ace6a96856388a535bd1d4031813a39390b1b0278f85c7d8255d9e4a8759a6,2026-04-23T07:52:38
Wazuh,Informational: password changed successfully for user svc_sql,Low,Open,171.12.229.63,,2026-03-30T05:18:57
Suricata,Scheduled antivirus scan completed on DB-SRV01 with no threats found,Low,Open,,,2026-04-04T04:03:28
Endpoint,Data exfiltration detected: large outbound transfer from MAIL-GW01 to external IP 40.137.119.24,Critical,Open,40.137.119.24,,2026-02-04T13:30:23
Windows,Suspicious outbound connection from HR-LAPTOP07 to known malicious IP 134.249.199.154,High,Open,134.249.199.154,,2026-02-23T23:19:55
Windows,Known ransomware hash 3441e446167b477b executed on MAIL-GW01,Critical,Open,,3441e446167b477b2337ff7e5eece57c0954cda3988cae860c40c2993e415226,2026-04-03T06:44:37
IDS,Data exfiltration detected: large outbound transfer from WEB-SRV02 to external IP 31.140.29.240,Critical,Open,31.140.29.240,,2026-07-20T19:00:02
Wazuh,User guest logged out after normal session on WEB-SRV02,Low,Open,208.190.140.126,,2026-01-05T21:39:38
Zeek,Firewall blocked unusual outbound traffic from FIN-WKSTN14 to 69.139.75.181,Medium,Open,69.139.75.181,,2026-06-01T03:55:27
Suricata,Suspicious email attachment quarantined for user admin,Medium,Open,,,2026-02-13T13:05:20
Wazuh,Known ransomware hash 030a6bdf5d5ba4be executed on WEB-SRV02,Critical,Open,136.128.139.226,030a6bdf5d5ba4bed2b076b81d2d6086845fb64302776008017fdb90391ada04,2026-07-09T16:37:10
IDS,Routine configuration change applied on WIN-DC01 by k.nguyen,Low,Open,,e08c6c236d86c4dd2d6cef2eea5d95c3b8e28348a5ef1b1faa1ad5892ceb0373,2026-01-25T04:04:50
Suricata,Login for user r.patel observed from a new geographic location,Medium,Open,,789652909c59fd6be56d5f771079a99c97521a9cd3fe61f028ced2e0b3216bc5,2026-02-21T15:36:03
Firewall,Routine configuration change applied on WIN-DC01 by svc_backup,Low,Open,,,2026-08-07T02:03:14
Suricata,Suspicious email attachment quarantined for user svc_sql,Medium,Open,,,2026-04-25T23:11:15
Firewall,Unusual process spawned by Office application on WEB-SRV02,Medium,Open,207.137.124.211,,2026-04-18T23:21:06
IDS,Port scan detected from internal host WIN-DC01,Medium,Open,,,2026-07-25T19:14:10
SIEM,Phishing email with malicious attachment hash 5e9712244152a34b delivered to jdoe,High,Open,,5e9712244152a34b26c81a93ca57f00effb211655d0f79e975de89d87216467b,2026-06-18T19:24:45
Zeek,Malicious PowerShell Empire C2 beacon detected communicating with 201.58.176.219,Critical,Open,201.58.176.219,,2026-02-08T15:50:03
Windows,Phishing email with malicious attachment hash bf4c65fb15f24c95 delivered to admin,High,Open,,bf4c65fb15f24c953057e50f7dd9f1ca03c877bd46a05223f01014541b74517b,2026-07-25T04:28:26
Endpoint,Successful VPN login for user asmith from 124.109.148.225,Low,Open,124.109.148.225,029f58eb33f61cda1cbed15e63d07b149a0c64e1b482d8ad9cdcec8d38590000,2026-06-22T06:38:46
Linux,Successful VPN login for user svc_sql from 197.78.72.99,Low,Open,197.78.72.99,f75654a77fd54678a13a83ffcbedd21110b23c58f76692914cc72abb10fbfaea,2026-03-24T07:53:25
Linux,User svc_backup logged out after normal session on HR-LAPTOP07,Low,Open,,,2026-08-04T23:27:45
Cloud,System patch applied successfully on DB-SRV01,Low,Open,,,2026-03-14T23:27:47
Wazuh,System patch applied successfully on WEB-SRV02,Low,Open,,,2026-06-22T02:15:28
Email,Informational: password changed successfully for user r.patel,Low,Open,,,2026-05-23T22:46:14
Zeek,Successful VPN login for user k.nguyen from 49.200.244.235,Low,Open,49.200.244.235,e642760ae5055bafc616f1e20d462b97992f9e09cf33e59ac786db183d4ce580,2026-03-05T16:09:03
IDS,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,,,2026-04-30T12:15:24
Cloud,Login for user jdoe observed from a new geographic location,Medium,Open,,,2026-01-07T16:14:14
Cloud,Suspicious email attachment quarantined for user guest,Medium,Open,,,2026-04-14T11:34:30
Wazuh,Suspicious PowerShell script execution detected on APP-SRV03,High,Open,,,2026-08-13T20:55:10
IDS,Scheduled antivirus scan completed on FIN-WKSTN14 with no threats found,Low,Open,,,2026-04-11T16:09:14
Cloud,Port scan detected from internal host HR-LAPTOP07,Medium,Open,,,2026-04-02T03:39:21
Linux,Firewall blocked unusual outbound traffic from APP-SRV03 to 130.162.187.195,Medium,Open,130.162.187.195,b034ad86874edf2a95aaf29ef11e2217b67c7b43f5680a2badd7387e1c32a943,2026-07-22T16:46:07
Sysmon,Unauthorized access attempt to sensitive file share on MAIL-GW01 by user r.patel,High,Open,,,2026-06-05T15:03:08
Windows,Port scan detected from internal host HR-LAPTOP07,Medium,Open,,,2026-03-26T15:20:55
Sysmon,Routine configuration change applied on WEB-SRV02 by svc_sql,Low,Open,,5aa3235eed3b30e8948ced0184bedaf25a89b9eb2c2802800a999d5b43db7e61,2026-06-06T05:52:06
Windows,Repeated DNS requests to newly registered domain from DB-SRV01,Medium,Open,,,2026-06-04T23:28:36
SIEM,Login for user svc_sql observed from a new geographic location,Medium,Open,207.98.25.35,,2026-05-13T18:23:07
Windows,"Outdated software vulnerability detected on VPN-GW01, no known active exploit",Medium,Open,,,2026-08-26T21:24:05
SIEM,Multiple failed login attempts detected for user guest followed by a successful login,High,Open,220.26.147.221,,2026-04-28T07:33:04
Endpoint,Suspicious email attachment quarantined for user guest,Medium,Open,,,2026-06-21T19:34:46
Firewall,System patch applied successfully on FIN-WKSTN14,Low,Open,,,2026-04-30T21:50:08
Wazuh,Phishing email with malicious attachment hash e1c655cde9100ff7 delivered to guest,High,Open,,e1c655cde9100ff7a9d5bb03426ba6135a786d8cd7e1dfad99062855328af50b,2026-03-05T04:42:28
Zeek,User k.nguyen logged out after normal session on MAIL-GW01,Low,Open,,,2026-07-23T00:02:32
Linux,Informational: password changed successfully for user asmith,Low,Open,,,2026-02-15T16:45:19
Sysmon,"Outdated software vulnerability detected on FIN-WKSTN14, no known active exploit",Medium,Open,,,2026-02-11T23:17:41
Zeek,Firewall blocked unusual outbound traffic from FIN-WKSTN14 to 113.219.88.132,High,Open,113.219.88.132,,2026-08-03T11:30:47
Windows,New device registered on the corporate network from 171.171.193.116,Low,Open,171.171.193.116,,2026-04-13T13:53:15
SIEM,"Critical CVE exploitation attempt succeeded against APP-SRV03, remote code execution confirmed",Critical,Open,,,2026-06-26T12:42:03
SIEM,Informational: password changed successfully for user admin,Low,Open,,,2026-07-19T22:50:33
Firewall,Repeated DNS requests to newly registered domain from WEB-SRV02,Medium,Open,,,2026-05-25T14:23:05
IDS,Routine configuration change applied on MAIL-GW01 by svc_backup,Low,Open,,,2026-04-08T03:29:54
Linux,System patch applied successfully on APP-SRV03,Medium,Open,56.244.199.103,,2026-03-08T13:12:22
Wazuh,New device registered on the corporate network from 59.38.150.12,Low,Open,59.38.150.12,,2026-07-29T13:08:28
Endpoint,Routine configuration change applied on MAIL-GW01 by admin,Low,Open,,31eb5ef54afa145a7355f5b89ba070ea4a8dfe47cef60ea2d60cd5cf901e6e45,2026-06-01T12:38:39
Wazuh,Informational: password changed successfully for user guest,Medium,Open,172.105.59.250,,2026-05-20T20:56:53
SIEM,"Critical CVE exploitation attempt succeeded against MAIL-GW01, remote code execution confirmed",Critical,Open,,,2026-02-09T14:07:55
Firewall,Firewall blocked unusual outbound traffic from FIN-WKSTN14 to 20.0.137.117,Medium,Open,20.0.137.117,,2026-08-11T21:06:39
Email,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,,,2026-07-25T12:13:58
Endpoint,Unusual process spawned by Office application on FIN-WKSTN14,Medium,Open,102.30.161.242,,2026-07-20T20:48:08
Endpoint,Unusual process spawned by Office application on DB-SRV01,Medium,Open,,,2026-02-23T04:30:50
Wazuh,Data exfiltration detected: large outbound transfer from WIN-DC01 to external IP 76.147.236.163,Critical,Open,76.147.236.163,,2026-06-08T09:08:06
Email,Malware signature 52dc1b5638e29507 detected by antivirus on FIN-WKSTN14,High,Open,,52dc1b5638e29507aefe7358197c6c472fab66e69fed61dab4edb9c2bf707fa3,2026-05-02T03:42:50
Suricata,Unusual process spawned by Office application on HR-LAPTOP07,Medium,Open,,,2026-01-13T11:49:01
Sysmon,"Domain controller APP-SRV03 compromised, Mimikatz credential dumping activity detected",Critical,Open,125.160.38.73,b43571691ad862e4218c622ce02f6b0a99b633734b9e0f6837b0a80ed8f3c486,2026-02-12T23:19:27
Endpoint,New device registered on the corporate network from 202.241.181.211,Low,Open,202.241.181.211,,2026-06-27T04:38:13
Zeek,New device registered on the corporate network from 52.118.87.115,Low,Open,52.118.87.115,,2026-05-05T16:45:37
SIEM,Multiple failed login attempts detected for user r.patel followed by a successful login,High,Open,90.176.141.162,,2026-05-07T07:08:23
Endpoint,Login for user k.nguyen observed from a new geographic location,Medium,Open,,,2026-03-30T15:45:31
Windows,Unauthorized access attempt to sensitive file share on APP-SRV03 by user r.patel,High,Open,,8229a33f95c2944e909b255a6e0317be872310958c134b8e5c73a120dde184be,2026-05-06T03:05:38
Zeek,Informational: password changed successfully for user r.patel,Low,Open,177.51.102.22,,2026-06-10T15:34:59
IDS,Firewall blocked unusual outbound traffic from APP-SRV03 to 69.22.196.30,Medium,Open,69.22.196.30,,2026-08-10T15:36:44
Email,Unusual process spawned by Office application on WIN-DC01,Medium,Open,,,2026-08-24T06:43:34
Cloud,New device registered on the corporate network from 181.108.11.164,Low,Open,181.108.11.164,,2026-01-05T02:48:33
Sysmon,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,,,2026-05-26T00:16:06
Wazuh,Unauthorized access attempt to sensitive file share on FIN-WKSTN14 by user k.nguyen,High,Open,,08419f60eea4c755893776a15216ff00476a46a0d5e92bf165c183c397a87934,2026-06-25T18:38:08
Endpoint,Suspicious PowerShell script execution detected on VPN-GW01,High,Open,,,2026-07-16T16:24:33
Linux,Privilege escalation to SYSTEM detected on WIN-DC01 followed by lateral movement attempt,Critical,Open,,,2026-04-01T07:19:19
SIEM,"Domain controller FIN-WKSTN14 compromised, Mimikatz credential dumping activity detected",Critical,Open,,5fd640bb2be08b67097883b4cf9977f63804070130722390fbbed52d689971a6,2026-07-05T22:25:04
Email,Privilege escalation to SYSTEM detected on WIN-DC01 followed by lateral movement attempt,Critical,Open,,,2026-03-10T06:49:29
Sysmon,"Outdated software vulnerability detected on FIN-WKSTN14, no known active exploit",Medium,Open,,,2026-03-30T03:02:17
Firewall,Repeated DNS requests to newly registered domain from HR-LAPTOP07,Medium,Open,208.47.237.131,,2026-06-11T20:24:31
Endpoint,Successful VPN login for user asmith from 144.140.161.104,Low,Open,144.140.161.104,,2026-05-29T18:39:53
Suricata,Firewall blocked unusual outbound traffic from APP-SRV03 to 66.73.209.25,Medium,Open,66.73.209.25,,2026-08-14T12:40:54
SIEM,Repeated DNS requests to newly registered domain from VPN-GW01,Medium,Open,,,2026-05-31T20:12:07
Sysmon,Phishing email with malicious attachment hash 8f32dd1f73102eff delivered to guest,High,Open,,8f32dd1f73102effcc1155007d946547aa5409358ac53405b808326ca8b5aa3e,2026-08-27T05:45:12
Endpoint,"Outdated software vulnerability detected on FIN-WKSTN14, no known active exploit",Medium,Open,163.116.245.153,,2026-07-11T16:53:17
Windows,System patch applied successfully on WIN-DC01,Low,Open,33.36.123.1,,2026-05-29T23:06:43
Endpoint,Login for user svc_sql observed from a new geographic location,Medium,Open,63.215.128.201,,2026-07-25T19:00:54
Suricata,Brute force attack detected against SSH service on MAIL-GW01 from 210.201.216.99,High,Open,210.201.216.99,,2026-03-17T08:09:44
Endpoint,System patch applied successfully on WEB-SRV02,Low,Open,51.172.214.52,,2026-06-02T22:05:29
Suricata,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,20.43.99.28,,2026-03-31T19:04:41
Windows,Routine configuration change applied on VPN-GW01 by r.patel,Low,Open,207.138.65.35,57486dd9ef647f5855277490c2c9c0bc4e8b0bdb5c2d368724a15ac52e8fd199,2026-04-14T10:32:32
Suricata,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-03-14T20:49:07
Windows,User r.patel logged out after normal session on VPN-GW01,Low,Open,,58e2cbc6da250a83b40fd9ef03dc40476c4f0cb726fac46a97b2509bd7bb491a,2026-05-03T17:29:12
Sysmon,Suspicious PowerShell script execution detected on WIN-DC01,High,Open,,,2026-01-30T22:47:36
Email,"Ransomware encryption activity detected on host VPN-GW01, mass file rename observed",High,Open,,befdd02f5c39f70e904ef4f603d9cb43f9bca86d9970c839bebbe62adef42bd2,2026-03-04T13:56:03
Sysmon,Phishing email with malicious attachment hash 2c9f6ececbd9f32f delivered to admin,High,Open,,2c9f6ececbd9f32fb781d3eb32fad6981d14313c5dddf5e7655c6f62d596d241,2026-08-27T21:39:49
Sysmon,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Medium,Open,,,2026-07-03T12:58:54
Linux,Port scan detected from internal host WEB-SRV02,Medium,Open,,2df34718ca7cb03ddb37dd5541c204370b0c78f6928c048e90e969993ebcdc2c,2026-04-02T14:04:44
Firewall,Unusual process spawned by Office application on MAIL-GW01,Medium,Open,182.250.254.81,,2026-03-11T04:34:13
Email,Malware signature cd2b5441fc8c265b detected by antivirus on FIN-WKSTN14,High,Open,200.8.23.204,cd2b5441fc8c265ba397523f58bc1b2511d3e0f36a79e64841be17dbb5af0f5f,2026-03-03T00:34:22
Zeek,Repeated DNS requests to newly registered domain from FIN-WKSTN14,Medium,Open,,,2026-06-05T00:02:52
Endpoint,Port scan detected from internal host WIN-DC01,Medium,Open,,,2026-06-18T21:19:12
IDS,Login for user svc_backup observed from a new geographic location,Medium,Open,144.39.234.244,303d43f89d62d2b2c930f188a3c9570cd203f895a58de361c9f60fb6a6586ab3,2026-01-27T20:48:40
